client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42376428.mp3	f241d9f31cbe1f9e1343e4a0a6b7aa897ab1e4212e7f5914b97c536ff486bd29	گِنہۡ چے اُو ایک زہر ہُوئ تُھو۔		2	0	thirties		کھیل/دوبېرَیں		mvy	
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42362828.mp3	7836acc3c7fff283b4c477c31810477545a559b2f496f0e19ffad08aa8147446	وہ جگر بندگی اللہ پاکاں حُکمئیں تابعداری کرئیں بناتھہ۔		2	0	thirties		کھیل/دوبېرَیں		mvy	
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42362827.mp3	77ffaabd5aa85b9b6e8f4d9f90c85131468e57caaf016e635457be98c0641895	دُوییں پاٹکی مہ سات مُون٘ڈہۡ مُت گتہ تھہ		2	0	thirties		کھیل/دوبېرَیں		mvy	
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42362811.mp3	51c49d178e5a353d8f262f6c931724af49bc49f6f6d8f97e807da184a55a0e62	ماسمہ وَیں تربیت چین آں شفقت ہِنکراں		2	0	thirties		کھیل/دوبېرَیں		mvy	
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42376529.mp3	e98ad2c2e733dc3d21f7a6e7e68d63179f30d4f2cf78dd593c6ee903db49835b	اسی لا جِسمانی تے مالَیں عِبادت نی تھی		2	0	thirties		کھیل/دوبېرَیں		mvy	
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42362810.mp3	679d3b2d6553ffd1bd7a810270202278eca8ce42fb6b91e97f89f6d2eacf22f3	کدُوں رس زوڑہۡ مہ بلیا گلے ݜِݜہ لا چھا		2	0	thirties		کھیل/دوبېرَیں		mvy	
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42362835.mp3	6d40868951602404b632d429ab4dbd3a50180ffba2eab1e62d3188c0a68243e5	چارچاپیر کن٘دہۡ والے لان٘س،		2	0	thirties		کھیل/دوبېرَیں		mvy	
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42362803.mp3	6da506c9c5647514b4fcd58fe342b83f2aa5bab5cb853b63d3d26cc9fab56569	اُو ایک کام ماݜ لا کرؤں یا نېرؤں لازمی کیر تُھو		2	0	thirties		کھیل/دوبېرَیں		mvy	
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42362802.mp3	77037e561fc58dc76c6c9e7cac46adfb752ea301bdfa38c85c1ad515b1aba39b	کھیں اُو سودا سُون٘ݜ رِن٘گیۡ تھُو۔		2	0	thirties		کھیل/دوبېرَیں		mvy	
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42362801.mp3	6e70efe8f303e3ed763558a6cbd5128ca6fa551b1ce16caa7c4b1242ed3db5f3	مُت گی دعا نی آن٘س یی؟		2	0	thirties		کھیل/دوبېرَیں		mvy	
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42362800.mp3	6a447e916f7454009a5689486b41fd3d41e1d2b299a344408e16ba02609fe509	اللہ پاکاں بنیلیۡ خامخا رُشتا ہُوئ تھی۔		2	0	thirties		کھیل/دوبېرَیں		mvy	
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42362857.mp3	60e9c7d67d8d57ca23839cc7d9bf7716255d0ee788ac734273baf2ab9509539c	سَئیں اک مُت مِل ڙھا ڙھاوہ ہُونٚل آنٚسے		2	0	thirties		کھیل/دوبېرَیں		mvy	
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42362627.mp3	6528cfa267ab02a0781b9c3205dd3b67efef4e0108d066ae73c6cd6a87d7ecb0	ککی اْے می بېل اگار نہ دژائ		2	0	thirties		کھیل/دوبېرَیں		mvy	
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42362626.mp3	6b00abd2c59c38f2902d3a9ec7a51a310875e16f6bdf8f0bfaa85241b9ec640a	بِڅَیں مُوٹ حُکمؤں مہ نھالیۡ کھیں		2	0	thirties		کھیل/دوبېرَیں		mvy	
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42362883.mp3	52e017568734b3194a16e98ed87f1b99c081d8a7036a5436b85d620da36a20d0	آں ݜُوشاناں اسیں بیُو وے مژ گلے ایک گین٘ٹہ پتَیں		2	0	thirties		کھیل/دوبېرَیں		mvy	
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42362884.mp3	6d0a6d87f40c26566f399b87d54ffb3f1ef41054029108d7999df319ebfb18ca	ہیگوٹ قبلہ نہ مُت کھِن٘گ مرک کرَیں ہِن نِوان٘ز شریۡ تھُو۔		3	0	thirties		کھیل/دوبېرَیں		mvy	
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42362607.mp3	6d093bf148b8e84873eefc53afd9bfae65c8856988a692813877e22363db2a65	کھَٹیں قاعدہ کرٶں واجب تھی۔		2	0	thirties		کھیل/دوبېرَیں		mvy	
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42362623.mp3	5eb2e37dbb6f942bcaae9e073c705a67c7d7a404b1c8e6fbf43f87eee09b0d50	اسی نہ نہ صرف دماغ آں مردانہ قوت من٘ڑنئی ہُوئ تھی۔		2	1	thirties		کھیل/دوبېرَیں		mvy	
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42362615.mp3	708123afc440c4e460e2d57cd4526cbb9ba6eaa1a5edb5c8e67e116cac686128	(سو لُوہہۡ ییۡ تے پن٘ڈر آن٘س).		2	0	thirties		کھیل/دوبېرَیں		mvy	
4281ed2314a2c85676db55efdfd06ae0e80cca28b8a50303c9a63524c1b0bccc51e7d7dd44e22e4f6f155ee87c22d5c9f9423d73d9afcbb03a5b77e125c05f09	common_voice_mvy_42362613.mp3	6de2a50e891e508d30deb1536af6bfcfacc6010c84f1e3c0758d590fcec710dd	اسیں مِثال ݜے ہُوگا چے پان٘ژ ماݜہ تھو،		3	0	thirties		کھیل/دوبېرَیں		mvy	
